id,category,variant_name,type,pattern,scenario,impact,example
14515,Initialization/constructor issues,Initialization/constructor issues Variant 615,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #615: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14516,Initialization/constructor issues,Initialization/constructor issues Variant 616,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #616: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14517,Initialization/constructor issues,Initialization/constructor issues Variant 617,Initializer not called,Upgrade re-enables initializer,Initialization/constructor issues variant #617: Initializer not called caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14518,Initialization/constructor issues,Initialization/constructor issues Variant 618,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #618: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14519,Initialization/constructor issues,Initialization/constructor issues Variant 619,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #619: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14520,Initialization/constructor issues,Initialization/constructor issues Variant 620,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #620: Multiple initialization paths caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14521,Initialization/constructor issues,Initialization/constructor issues Variant 621,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #621: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14522,Initialization/constructor issues,Initialization/constructor issues Variant 622,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #622: Initializer not called caused by Critical param defaulting to zero. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14523,Initialization/constructor issues,Initialization/constructor issues Variant 623,Missed constructor parameter,Owner left as address(0),Initialization/constructor issues variant #623: Missed constructor parameter caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14524,Initialization/constructor issues,Initialization/constructor issues Variant 624,Initializer not called,Upgrade re-enables initializer,Initialization/constructor issues variant #624: Initializer not called caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14525,Initialization/constructor issues,Initialization/constructor issues Variant 625,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #625: Multiple initialization paths caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14526,Initialization/constructor issues,Initialization/constructor issues Variant 626,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #626: Uninitialized owner caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14527,Initialization/constructor issues,Initialization/constructor issues Variant 627,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #627: Initializer not called caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14528,Initialization/constructor issues,Initialization/constructor issues Variant 628,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #628: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14529,Initialization/constructor issues,Initialization/constructor issues Variant 629,Missed constructor parameter,Critical param defaulting to zero,Initialization/constructor issues variant #629: Missed constructor parameter caused by Critical param defaulting to zero. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14530,Initialization/constructor issues,Initialization/constructor issues Variant 630,Multiple initialization paths,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #630: Multiple initialization paths caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14531,Initialization/constructor issues,Initialization/constructor issues Variant 631,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #631: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14532,Initialization/constructor issues,Initialization/constructor issues Variant 632,Missed constructor parameter,Critical param defaulting to zero,Initialization/constructor issues variant #632: Missed constructor parameter caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14533,Initialization/constructor issues,Initialization/constructor issues Variant 633,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #633: Uninitialized owner caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14534,Initialization/constructor issues,Initialization/constructor issues Variant 634,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #634: Initializer not called caused by Critical param defaulting to zero. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14535,Initialization/constructor issues,Initialization/constructor issues Variant 635,Missed constructor parameter,Critical param defaulting to zero,Initialization/constructor issues variant #635: Missed constructor parameter caused by Critical param defaulting to zero. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14536,Initialization/constructor issues,Initialization/constructor issues Variant 636,Initializer not called,Upgrade re-enables initializer,Initialization/constructor issues variant #636: Initializer not called caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14537,Initialization/constructor issues,Initialization/constructor issues Variant 637,Multiple initialization paths,Upgrade re-enables initializer,Initialization/constructor issues variant #637: Multiple initialization paths caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14538,Initialization/constructor issues,Initialization/constructor issues Variant 638,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #638: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14539,Initialization/constructor issues,Initialization/constructor issues Variant 639,Missed constructor parameter,Critical param defaulting to zero,Initialization/constructor issues variant #639: Missed constructor parameter caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14540,Initialization/constructor issues,Initialization/constructor issues Variant 640,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #640: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14541,Initialization/constructor issues,Initialization/constructor issues Variant 641,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #641: Initializer not called caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14542,Initialization/constructor issues,Initialization/constructor issues Variant 642,Multiple initialization paths,Upgrade re-enables initializer,Initialization/constructor issues variant #642: Multiple initialization paths caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14543,Initialization/constructor issues,Initialization/constructor issues Variant 643,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #643: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14544,Initialization/constructor issues,Initialization/constructor issues Variant 644,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #644: Initializer not called caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14545,Initialization/constructor issues,Initialization/constructor issues Variant 645,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #645: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14546,Initialization/constructor issues,Initialization/constructor issues Variant 646,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #646: Uninitialized owner caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14547,Initialization/constructor issues,Initialization/constructor issues Variant 647,Multiple initialization paths,Upgrade re-enables initializer,Initialization/constructor issues variant #647: Multiple initialization paths caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14548,Initialization/constructor issues,Initialization/constructor issues Variant 648,Multiple initialization paths,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #648: Multiple initialization paths caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14549,Initialization/constructor issues,Initialization/constructor issues Variant 649,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #649: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14550,Initialization/constructor issues,Initialization/constructor issues Variant 650,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #650: Uninitialized owner caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14551,Initialization/constructor issues,Initialization/constructor issues Variant 651,Multiple initialization paths,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #651: Multiple initialization paths caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14552,Initialization/constructor issues,Initialization/constructor issues Variant 652,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #652: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14553,Initialization/constructor issues,Initialization/constructor issues Variant 653,Multiple initialization paths,Upgrade re-enables initializer,Initialization/constructor issues variant #653: Multiple initialization paths caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14554,Initialization/constructor issues,Initialization/constructor issues Variant 654,Missed constructor parameter,Critical param defaulting to zero,Initialization/constructor issues variant #654: Missed constructor parameter caused by Critical param defaulting to zero. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14555,Initialization/constructor issues,Initialization/constructor issues Variant 655,Missed constructor parameter,Upgrade re-enables initializer,Initialization/constructor issues variant #655: Missed constructor parameter caused by Upgrade re-enables initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14556,Initialization/constructor issues,Initialization/constructor issues Variant 656,Multiple initialization paths,Upgrade re-enables initializer,Initialization/constructor issues variant #656: Multiple initialization paths caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14557,Initialization/constructor issues,Initialization/constructor issues Variant 657,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #657: Multiple initialization paths caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14558,Initialization/constructor issues,Initialization/constructor issues Variant 658,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #658: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14559,Initialization/constructor issues,Initialization/constructor issues Variant 659,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #659: Initializer not called caused by Critical param defaulting to zero. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14560,Initialization/constructor issues,Initialization/constructor issues Variant 660,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #660: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14561,Initialization/constructor issues,Initialization/constructor issues Variant 661,Missed constructor parameter,Upgrade re-enables initializer,Initialization/constructor issues variant #661: Missed constructor parameter caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14562,Initialization/constructor issues,Initialization/constructor issues Variant 662,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #662: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14563,Initialization/constructor issues,Initialization/constructor issues Variant 663,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #663: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14564,Initialization/constructor issues,Initialization/constructor issues Variant 664,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #664: Uninitialized owner caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,claimOwner() available to first caller.
14565,Initialization/constructor issues,Initialization/constructor issues Variant 665,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #665: Uninitialized owner caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14566,Initialization/constructor issues,Initialization/constructor issues Variant 666,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #666: Initializer not called caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14567,Initialization/constructor issues,Initialization/constructor issues Variant 667,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #667: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14568,Initialization/constructor issues,Initialization/constructor issues Variant 668,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #668: Initializer not called caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14569,Initialization/constructor issues,Initialization/constructor issues Variant 669,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #669: Initializer not called caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Initializer callable by attacker after deployment.
14570,Initialization/constructor issues,Initialization/constructor issues Variant 670,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #670: Initializer not called caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14571,Initialization/constructor issues,Initialization/constructor issues Variant 671,Missed constructor parameter,Owner left as address(0),Initialization/constructor issues variant #671: Missed constructor parameter caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14572,Initialization/constructor issues,Initialization/constructor issues Variant 672,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #672: Initializer not called caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14573,Initialization/constructor issues,Initialization/constructor issues Variant 673,Missed constructor parameter,Owner left as address(0),Initialization/constructor issues variant #673: Missed constructor parameter caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14574,Initialization/constructor issues,Initialization/constructor issues Variant 674,Multiple initialization paths,Critical param defaulting to zero,Initialization/constructor issues variant #674: Multiple initialization paths caused by Critical param defaulting to zero. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14575,Initialization/constructor issues,Initialization/constructor issues Variant 675,Multiple initialization paths,Critical param defaulting to zero,Initialization/constructor issues variant #675: Multiple initialization paths caused by Critical param defaulting to zero. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14576,Initialization/constructor issues,Initialization/constructor issues Variant 676,Initializer not called,Upgrade re-enables initializer,Initialization/constructor issues variant #676: Initializer not called caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14577,Initialization/constructor issues,Initialization/constructor issues Variant 677,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #677: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14578,Initialization/constructor issues,Initialization/constructor issues Variant 678,Uninitialized owner,Owner left as address(0),Initialization/constructor issues variant #678: Uninitialized owner caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14579,Initialization/constructor issues,Initialization/constructor issues Variant 679,Initializer not called,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #679: Initializer not called caused by Proxy uses implementation constructor instead of initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14580,Initialization/constructor issues,Initialization/constructor issues Variant 680,Missed constructor parameter,Upgrade re-enables initializer,Initialization/constructor issues variant #680: Missed constructor parameter caused by Upgrade re-enables initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14581,Initialization/constructor issues,Initialization/constructor issues Variant 681,Uninitialized owner,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #681: Uninitialized owner caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14582,Initialization/constructor issues,Initialization/constructor issues Variant 682,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #682: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14583,Initialization/constructor issues,Initialization/constructor issues Variant 683,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #683: Multiple initialization paths caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14584,Initialization/constructor issues,Initialization/constructor issues Variant 684,Missed constructor parameter,Upgrade re-enables initializer,Initialization/constructor issues variant #684: Missed constructor parameter caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14585,Initialization/constructor issues,Initialization/constructor issues Variant 685,Multiple initialization paths,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #685: Multiple initialization paths caused by Proxy uses implementation constructor instead of initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14586,Initialization/constructor issues,Initialization/constructor issues Variant 686,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #686: Multiple initialization paths caused by Owner left as address(0). Exploited to backdoor via late initialization.,Backdoor via late initialization,Collateral factor left at 0 preventing borrows.
14587,Initialization/constructor issues,Initialization/constructor issues Variant 687,Missed constructor parameter,Owner left as address(0),Initialization/constructor issues variant #687: Missed constructor parameter caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14588,Initialization/constructor issues,Initialization/constructor issues Variant 688,Initializer not called,Critical param defaulting to zero,Initialization/constructor issues variant #688: Initializer not called caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14589,Initialization/constructor issues,Initialization/constructor issues Variant 689,Missed constructor parameter,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #689: Missed constructor parameter caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14590,Initialization/constructor issues,Initialization/constructor issues Variant 690,Multiple initialization paths,Critical param defaulting to zero,Initialization/constructor issues variant #690: Multiple initialization paths caused by Critical param defaulting to zero. Exploited to backdoor via late initialization.,Backdoor via late initialization,claimOwner() available to first caller.
14591,Initialization/constructor issues,Initialization/constructor issues Variant 691,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #691: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14592,Initialization/constructor issues,Initialization/constructor issues Variant 692,Initializer not called,Owner left as address(0),Initialization/constructor issues variant #692: Initializer not called caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Initializer callable by attacker after deployment.
14593,Initialization/constructor issues,Initialization/constructor issues Variant 693,Initializer not called,Proxy uses implementation constructor instead of initializer,Initialization/constructor issues variant #693: Initializer not called caused by Proxy uses implementation constructor instead of initializer. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14594,Initialization/constructor issues,Initialization/constructor issues Variant 694,Uninitialized owner,Upgrade re-enables initializer,Initialization/constructor issues variant #694: Uninitialized owner caused by Upgrade re-enables initializer. Exploited to backdoor via late initialization.,Backdoor via late initialization,Initializer callable by attacker after deployment.
14595,Initialization/constructor issues,Initialization/constructor issues Variant 695,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #695: Multiple initialization paths caused by Owner left as address(0). Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14596,Initialization/constructor issues,Initialization/constructor issues Variant 696,Initializer not called,Upgrade re-enables initializer,Initialization/constructor issues variant #696: Initializer not called caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,Collateral factor left at 0 preventing borrows.
14597,Initialization/constructor issues,Initialization/constructor issues Variant 697,Multiple initialization paths,Owner left as address(0),Initialization/constructor issues variant #697: Multiple initialization paths caused by Owner left as address(0). Exploited to anyone can claim ownership.,Anyone can claim ownership,claimOwner() available to first caller.
14598,Initialization/constructor issues,Initialization/constructor issues Variant 698,Missed constructor parameter,Upgrade re-enables initializer,Initialization/constructor issues variant #698: Missed constructor parameter caused by Upgrade re-enables initializer. Exploited to protocol stuck in unusable state.,Protocol stuck in unusable state,claimOwner() available to first caller.
14599,Initialization/constructor issues,Initialization/constructor issues Variant 699,Multiple initialization paths,Critical param defaulting to zero,Initialization/constructor issues variant #699: Multiple initialization paths caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14600,Initialization/constructor issues,Initialization/constructor issues Variant 700,Multiple initialization paths,Critical param defaulting to zero,Initialization/constructor issues variant #700: Multiple initialization paths caused by Critical param defaulting to zero. Exploited to anyone can claim ownership.,Anyone can claim ownership,Collateral factor left at 0 preventing borrows.
14601,Race conditions,Race conditions Variant 1,State checked then changed,Check-effects not applied atomically,Race conditions variant #1: State checked then changed caused by Check-effects not applied atomically. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14602,Race conditions,Race conditions Variant 2,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #2: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Bid outbid in same block without protection.
14603,Race conditions,Race conditions Variant 3,State checked then changed,User-signed order executed with changed price,Race conditions variant #3: State checked then changed caused by User-signed order executed with changed price. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Two admins both calling acceptOwner().
14604,Race conditions,Race conditions Variant 4,Order front-running,Two users racing to perform same privileged action,Race conditions variant #4: Order front-running caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Bid outbid in same block without protection.
14605,Race conditions,Race conditions Variant 5,Order front-running,Check-effects not applied atomically,Race conditions variant #5: Order front-running caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14606,Race conditions,Race conditions Variant 6,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #6: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14607,Race conditions,Race conditions Variant 7,State checked then changed,User-signed order executed with changed price,Race conditions variant #7: State checked then changed caused by User-signed order executed with changed price. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14608,Race conditions,Race conditions Variant 8,State checked then changed,User-signed order executed with changed price,Race conditions variant #8: State checked then changed caused by User-signed order executed with changed price. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Limit order filled after oracle move.
14609,Race conditions,Race conditions Variant 9,Order front-running,User-signed order executed with changed price,Race conditions variant #9: Order front-running caused by User-signed order executed with changed price. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14610,Race conditions,Race conditions Variant 10,State checked then changed,Two users racing to perform same privileged action,Race conditions variant #10: State checked then changed caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14611,Race conditions,Race conditions Variant 11,Multi-tx commitment race,Check-effects not applied atomically,Race conditions variant #11: Multi-tx commitment race caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Bid outbid in same block without protection.
14612,Race conditions,Race conditions Variant 12,State checked then changed,User-signed order executed with changed price,Race conditions variant #12: State checked then changed caused by User-signed order executed with changed price. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14613,Race conditions,Race conditions Variant 13,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #13: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14614,Race conditions,Race conditions Variant 14,Multi-tx commitment race,User-signed order executed with changed price,Race conditions variant #14: Multi-tx commitment race caused by User-signed order executed with changed price. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Two admins both calling acceptOwner().
14615,Race conditions,Race conditions Variant 15,Multi-tx commitment race,Check-effects not applied atomically,Race conditions variant #15: Multi-tx commitment race caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Two admins both calling acceptOwner().
14616,Race conditions,Race conditions Variant 16,Multi-tx commitment race,Two users racing to perform same privileged action,Race conditions variant #16: Multi-tx commitment race caused by Two users racing to perform same privileged action. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14617,Race conditions,Race conditions Variant 17,Multi-tx commitment race,Check-effects not applied atomically,Race conditions variant #17: Multi-tx commitment race caused by Check-effects not applied atomically. Exploited to user losses from stale assumptions.,User losses from stale assumptions,Two admins both calling acceptOwner().
14618,Race conditions,Race conditions Variant 18,Order front-running,Two users racing to perform same privileged action,Race conditions variant #18: Order front-running caused by Two users racing to perform same privileged action. Exploited to privilege granted to unexpected user.,Privilege granted to unexpected user,Two admins both calling acceptOwner().
14619,Race conditions,Race conditions Variant 19,Order front-running,Check-effects not applied atomically,Race conditions variant #19: Order front-running caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
14620,Race conditions,Race conditions Variant 20,State checked then changed,Check-effects not applied atomically,Race conditions variant #20: State checked then changed caused by Check-effects not applied atomically. Exploited to mev extraction.,MEV extraction,Limit order filled after oracle move.
