main_type,component,behavior,condition,test_name,owner,tool,metric,evidence
DAO / On-Chain Governance,role_manager,generates_report,on_request,test_governance_compliance__dao___on_chain_governance__role_manager__generates_report__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,during_commit,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,before_merge,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,after_deploy,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,quarterly_audit,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,on_incident,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,executes_vote,on_request,test_governance_compliance__dao___on_chain_governance__role_manager__executes_vote__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,during_commit,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,before_merge,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,after_deploy,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,quarterly_audit,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,on_incident,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,role_manager,trains_user,on_request,test_governance_compliance__dao___on_chain_governance__role_manager__trains_user__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,defines_policy,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__defines_policy__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,approves_change,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__approves_change__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,tracks_exception,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__tracks_exception__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,verifies_control,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__verifies_control__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,logs_evidence,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__logs_evidence__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,enforces_rule,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__enforces_rule__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,validates_signature,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__validates_signature__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,generates_report,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__generates_report__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,executes_vote,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__executes_vote__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,during_commit,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,before_merge,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,after_deploy,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,quarterly_audit,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,on_incident,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,approval_gate,trains_user,on_request,test_governance_compliance__dao___on_chain_governance__approval_gate__trains_user__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,defines_policy,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__defines_policy__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,approves_change,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__approves_change__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,tracks_exception,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__tracks_exception__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,verifies_control,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__verifies_control__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,logs_evidence,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__logs_evidence__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,after_deploy,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__after_deploy,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,quarterly_audit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__quarterly_audit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,on_incident,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__on_incident,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,enforces_rule,on_request,test_governance_compliance__dao___on_chain_governance__compliance_mapper__enforces_rule__on_request,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,validates_signature,during_commit,test_governance_compliance__dao___on_chain_governance__compliance_mapper__validates_signature__during_commit,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
DAO / On-Chain Governance,compliance_mapper,validates_signature,before_merge,test_governance_compliance__dao___on_chain_governance__compliance_mapper__validates_signature__before_merge,DAO Council / Multisig,"Snapshot, Governor Bravo, Gnosis Safe",quorum_participation_pct,proposal_receipt.tx
